Entfernung,Start,Ziel
5,LANDAU (A 92),PILSTING - GROSSKOELLNBACH (A 92)
5,LANDAU (A 92),WALLERSDORF - WEST (A 92)
5,WALLERSDORF - WEST (A 92),LANDAU (A 92)
3,WALLERSDORF - WEST (A 92),WALLERSDORF - NORD (A 92)
3,WALLERSDORF - NORD (A 92),WALLERSDORF - WEST (A 92)
9,WALLERSDORF - NORD (A 92),PLATTLING - WEST (A 92)
9,PLATTLING - WEST (A 92),WALLERSDORF - NORD (A 92)
5,PLATTLING - WEST (A 92),PLATTLING - NORD (A 92)
5,PLATTLING - NORD (A 92),PLATTLING - WEST (A 92)
4,PLATTLING - NORD (A 92),KREUZ DEGGENDORF
4,KREUZ DEGGENDORF,PLATTLING - NORD (A 92)
2,KREUZ DEGGENDORF,DEGGENDORF - MITTE (A 92)
2,DEGGENDORF - MITTE (A 92),KREUZ DEGGENDORF
4,DREIECK HOCHFRANKEN,HOF - OST (A 93)
4,HOF - OST (A 93),DREIECK HOCHFRANKEN
7,HOF - OST (A 93),REGNITZLOSAU (A 93)
7,REGNITZLOSAU (A 93),HOF - OST (A 93)
5,REGNITZLOSAU (A 93),HOF - SUED
5,HOF - SUED,REGNITZLOSAU (A 93)
1,HOF - SUED,REHAU - NORD (A 93)
1,REHAU - NORD (A 93),HOF - SUED
2,REHAU - NORD (A 93),REHAU - SUED (A 93)
2,REHAU - SUED (A 93),REHAU - NORD (A 93)
4,REHAU - SUED (A 93),SCHOENWALD (A 93)
4,SCHOENWALD (A 93),REHAU - SUED (A 93)
6,SCHOENWALD (A 93),SELB - NORD (A 93)
6,SELB - NORD (A 93),SCHOENWALD (A 93)
2,SELB - NORD (A 93),SELB - WEST (A 93)
2,SELB - WEST (A 93),SELB - NORD (A 93)
8,SELB - WEST (A 93),HOECHSTAEDT (A 93)
8,HOECHSTAEDT (A 93),SELB - WEST (A 93)
4,HOECHSTAEDT (A 93),THIERSHEIM (A 93)
4,THIERSHEIM (A 93),HOECHSTAEDT (A 93)
4,THIERSHEIM (A 93),WUNSIEDEL (A 93)
4,WUNSIEDEL (A 93),THIERSHEIM (A 93)
3,WUNSIEDEL (A 93),MARKTREDWITZ - NORD (A 93)
3,MARKTREDWITZ - NORD (A 93),WUNSIEDEL (A 93)
2,MARKTREDWITZ - NORD (A 93),MARKTREDWITZ - SUED (A 93)
2,MARKTREDWITZ - SUED (A 93),MARKTREDWITZ - NORD (A 93)
3,MARKTREDWITZ - SUED (A 93),PECHBRUNN (A 93)
3,PECHBRUNN (A 93),MARKTREDWITZ - SUED (A 93)
7,PECHBRUNN (A 93),MITTERTEICH - NORD (A 93)
7,MITTERTEICH - NORD (A 93),PECHBRUNN (A 93)
2,MITTERTEICH - NORD (A 93),MITTERTEICH - SUED (A 93)
2,MITTERTEICH - SUED (A 93),MITTERTEICH - NORD (A 93)
3,MITTERTEICH - SUED (A 93),WIESAU (A 93)
3,WIESAU (A 93),MITTERTEICH - SUED (A 93)
7,WIESAU (A 93),FALKENBERG (A 93)
7,FALKENBERG (A 93),WIESAU (A 93)
7,FALKENBERG (A 93),WINDISCHESCHENBACH (A 93)
7,WINDISCHESCHENBACH (A 93),FALKENBERG (A 93)
8,WINDISCHESCHENBACH (A 93),NEUSTADT (A 93)
8,NEUSTADT (A 93),WINDISCHESCHENBACH (A 93)
2,NEUSTADT (A 93),ALTENSTADT (A 93)
2,ALTENSTADT (A 93),NEUSTADT (A 93)
3,ALTENSTADT (A 93),WEIDEN - NORD (A 93)
3,WEIDEN - NORD (A 93),ALTENSTADT (A 93)
2,WEIDEN - NORD (A 93),WEIDEN - WEST (A 93)
2,WEIDEN - WEST (A 93),WEIDEN - NORD (A 93)
1,WEIDEN - WEST (A 93),WEIDEN - FRAUENRICHT (A 93)
1,WEIDEN - FRAUENRICHT (A 93),WEIDEN - WEST (A 93)
3,WEIDEN - FRAUENRICHT (A 93),WEIDEN - SUED (A 93)
3,WEIDEN - SUED (A 93),WEIDEN - FRAUENRICHT (A 93)
7,WEIDEN - SUED (A 93),LUHE - WILDENAU (A 93)
7,LUHE - WILDENAU (A 93),WEIDEN - SUED (A 93)
7,LUHE - WILDENAU (A 93),WERNBERG - KOEBLITZ (A 93)
7,WERNBERG - KOEBLITZ (A 93),LUHE - WILDENAU (A 93)
2,WERNBERG - KOEBLITZ (A 93),KREUZ OBERPFAELZER WALD
2,KREUZ OBERPFAELZER WALD,WERNBERG - KOEBLITZ (A 93)
4,KREUZ OBERPFAELZER WALD,PFREIMD (A 93)
4,PFREIMD (A 93),KREUZ OBERPFAELZER WALD
4,PFREIMD (A 93),NABBURG (A 93)
4,NABBURG (A 93),PFREIMD (A 93)
8,NABBURG (A 93),SCHWARZENFELD (A 93)
8,SCHWARZENFELD (A 93),NABBURG (A 93)
5,SCHWARZENFELD (A 93),SCHWANDORF - NORD (A 93)
5,SCHWANDORF - NORD (A 93),SCHWARZENFELD (A 93)
3,SCHWANDORF - NORD (A 93),SCHWANDORF - MITTE (A 93)
3,SCHWANDORF - MITTE (A 93),SCHWANDORF - NORD (A 93)
5,SCHWANDORF - MITTE (A 93),SCHWANDORF - SUED (A 93)
5,SCHWANDORF - SUED (A 93),SCHWANDORF - MITTE (A 93)
6,SCHWANDORF - SUED (A 93),TEUBLITZ (A 93)
6,TEUBLITZ (A 93),SCHWANDORF - SUED (A 93)
7,TEUBLITZ (A 93),PONHOLZ (A 93)
7,PONHOLZ (A 93),TEUBLITZ (A 93)
4,PONHOLZ (A 93),REGENSTAUF (A 93)
4,REGENSTAUF (A 93),PONHOLZ (A 93)
9,REGENSTAUF (A 93),REGENSBURG - NORD (A 93)
9,REGENSBURG - NORD (A 93),REGENSTAUF (A 93)
2,REGENSBURG - NORD (A 93),REGENSBURG - PFAFFENSTEIN (A 93)
2,REGENSBURG - PFAFFENSTEIN (A 93),REGENSBURG - NORD (A 93)
1,REGENSBURG - PFAFFENSTEIN (A 93),REGENSBURG - WEST (A 93)
1,REGENSBURG - WEST (A 93),REGENSBURG - PFAFFENSTEIN (A 93)
1,REGENSBURG - WEST (A 93),REGENSBURG - PRUEFENING (A 93)
1,REGENSBURG - PRUEFENING (A 93),REGENSBURG - WEST (A 93)
1,REGENSBURG - PRUEFENING (A 93),REGENSBURG - KOENIGSWIESEN (A 93)
1,REGENSBURG - KOENIGSWIESEN (A 93),REGENSBURG - PRUEFENING (A 93)
1,REGENSBURG - KOENIGSWIESEN (A 93),REGENSBURG - KUMPFMUEHL (A 93)
1,REGENSBURG - KUMPFMUEHL (A 93),REGENSBURG - KOENIGSWIESEN (A 93)
1,REGENSBURG - KUMPFMUEHL (A 93),KREUZ REGENSBURG
1,KREUZ REGENSBURG,REGENSBURG - KUMPFMUEHL (A 93)
2,KREUZ REGENSBURG,REGENSBURG - SUED (A 93)
2,REGENSBURG - SUED (A 93),KREUZ REGENSBURG
5,REGENSBURG - SUED (A 93),BAD ABBACH (A 93)
5,BAD ABBACH (A 93),REGENSBURG - SUED (A 93)
5,BAD ABBACH (A 93),DREIECK SAALHAUPT
5,DREIECK SAALHAUPT,BAD ABBACH (A 93)
6,DREIECK SAALHAUPT,HAUSEN (A 93)
6,HAUSEN (A 93),DREIECK SAALHAUPT
7,HAUSEN (A 93),ABENSBERG (A 93)
7,ABENSBERG (A 93),HAUSEN (A 93)
9,ABENSBERG (A 93),SIEGENBURG (A 93)
9,SIEGENBURG (A 93),ABENSBERG (A 93)
7,SIEGENBURG (A 93),ELSENDORF (A 93)
7,ELSENDORF (A 93),SIEGENBURG (A 93)
6,ELSENDORF (A 93),AIGLSBACH (A 93)
6,AIGLSBACH (A 93),ELSENDORF (A 93)
7,AIGLSBACH (A 93),MAINBURG (A 93)
7,MAINBURG (A 93),AIGLSBACH (A 93)
7,MAINBURG (A 93),WOLNZACH (A 93)
7,WOLNZACH (A 93),MAINBURG (A 93)
4,WOLNZACH (A 93),DREIECK HOLLEDAU
4,DREIECK HOLLEDAU,WOLNZACH (A 93)
200,DREIECK HOLLEDAU,DREIECK INNTAL
200,DREIECK INNTAL,DREIECK HOLLEDAU
6,DREIECK INNTAL,REISCHENHART (A 93)
6,REISCHENHART (A 93),DREIECK INNTAL
3,REISCHENHART (A 93),BRANNENBURG (A 93)
3,BRANNENBURG (A 93),REISCHENHART (A 93)
11,BRANNENBURG (A 93),OBERAUDORF (A 93)
11,OBERAUDORF (A 93),BRANNENBURG (A 93)
3,OBERAUDORF (A 93),KIEFERSFELDEN (A 93)
3,KIEFERSFELDEN (A 93),OBERAUDORF (A 93)
2,KIEFERSFELDEN (A 93),Bundesgrenze Kiefersfelden D-A (A 93)
2,Bundesgrenze Kiefersfelden D-A (A 93),KIEFERSFELDEN (A 93)
1,DREIECK MUENCHEN - STEINHAUSEN,MUENCHEN - STEINHAUSEN (A 94)
1,MUENCHEN - STEINHAUSEN (A 94),DREIECK MUENCHEN - STEINHAUSEN
1,MUENCHEN - STEINHAUSEN (A 94),MUENCHEN - ZAMDORF (A 94)
1,MUENCHEN - ZAMDORF (A 94),MUENCHEN - STEINHAUSEN (A 94)
1,MUENCHEN - ZAMDORF (A 94),MUENCHEN - DAGLFING (A 94)
1,MUENCHEN - DAGLFING (A 94),MUENCHEN - ZAMDORF (A 94)
1,MUENCHEN - DAGLFING (A 94),MUENCHEN - AM MOOSFELD (A 94)
1,MUENCHEN - AM MOOSFELD (A 94),MUENCHEN - DAGLFING (A 94)
1,MUENCHEN - AM MOOSFELD (A 94),MUENCHEN - RIEM (A 94)
1,MUENCHEN - RIEM (A 94),MUENCHEN - AM MOOSFELD (A 94)
2,MUENCHEN - RIEM (A 94),FELDKIRCHEN - WEST (A 94)
2,FELDKIRCHEN - WEST (A 94),MUENCHEN - RIEM (A 94)
3,FELDKIRCHEN - WEST (A 94),FELDKIRCHEN - OST (A 94)
3,FELDKIRCHEN - OST (A 94),FELDKIRCHEN - WEST (A 94)
1,FELDKIRCHEN - OST (A 94),KREUZ MUENCHEN - OST
1,KREUZ MUENCHEN - OST,FELDKIRCHEN - OST (A 94)
2,KREUZ MUENCHEN - OST,PARSDORF (A 94)
2,PARSDORF (A 94),KREUZ MUENCHEN - OST
3,PARSDORF (A 94),MARKT SCHWABEN (A 94)
3,MARKT SCHWABEN (A 94),PARSDORF (A 94)
2,MARKT SCHWABEN (A 94),ANZING (A 94)
2,ANZING (A 94),MARKT SCHWABEN (A 94)
3,ANZING (A 94),FORSTINNING (A 94)
3,FORSTINNING (A 94),ANZING (A 94)
2,FORSTINNING (A 94),FORSTINNING - NORD (A 94)
2,FORSTINNING - NORD (A 94),FORSTINNING (A 94)
4,FORSTINNING - NORD (A 94),PASTETTEN (A 94)
4,PASTETTEN (A 94),FORSTINNING - NORD (A 94)
8,PASTETTEN (A 94),LENGDORF (A 94)
8,LENGDORF (A 94),PASTETTEN (A 94)
10,LENGDORF (A 94),DORFEN (A 94)
10,DORFEN (A 94),LENGDORF (A 94)
9,DORFEN (A 94),KREUZ SCHWINDEGG
9,KREUZ SCHWINDEGG,DORFEN (A 94)
6,KREUZ SCHWINDEGG,HELDENSTEIN (A 94)
6,HELDENSTEIN (A 94),KREUZ SCHWINDEGG
4.5,HELDENSTEIN (A 94),AMPFING (A 94)
4.5,AMPFING (A 94),HELDENSTEIN (A 94)
2,AMPFING (A 94),MUEHLDORF - WEST   KREUZ METTENHEIM
2,MUEHLDORF - WEST   KREUZ METTENHEIM,AMPFING (A 94)
10,MUEHLDORF - WEST   KREUZ METTENHEIM,MUEHLDORF - NORD (A 94)
10,MUEHLDORF - NORD (A 94),MUEHLDORF - WEST   KREUZ METTENHEIM
4,MUEHLDORF - NORD (A 94),TOEGING (A 94)
4,TOEGING (A 94),MUEHLDORF - NORD (A 94)
5,TOEGING (A 94),ALTOETTING (A 94)
5,ALTOETTING (A 94),TOEGING (A 94)
2,ALTOETTING (A 94),NEUOETTING (A 94)
2,NEUOETTING (A 94),ALTOETTING (A 94)
5,NEUOETTING (A 94),NEUOETTING - OST (A 94)
5,NEUOETTING - OST (A 94),NEUOETTING (A 94)
6,NEUOETTING - OST (A 94),BURGHAUSEN (A 94)
6,BURGHAUSEN (A 94),NEUOETTING - OST (A 94)
1,DREIECK MUENCHEN - SENDLING - SUED,MUENCHEN - KREUZHOF (A 95)
1,MUENCHEN - KREUZHOF (A 95),DREIECK MUENCHEN - SENDLING - SUED
2,MUENCHEN - KREUZHOF (A 95),MUENCHEN - FUERSTENRIED (A 95)
2,MUENCHEN - FUERSTENRIED (A 95),MUENCHEN - KREUZHOF (A 95)
6,MUENCHEN - FUERSTENRIED (A 95),KREUZ FORSTENRIEDER PARK
6,KREUZ FORSTENRIEDER PARK,MUENCHEN - FUERSTENRIED (A 95)
3,KREUZ FORSTENRIEDER PARK,DREIECK STARNBERG
3,DREIECK STARNBERG,KREUZ FORSTENRIEDER PARK
3,DREIECK STARNBERG,SCHAEFTLARN (A 95)
3,SCHAEFTLARN (A 95),DREIECK STARNBERG
11,SCHAEFTLARN (A 95),WOLFRATSHAUSEN (A 95)
11,WOLFRATSHAUSEN (A 95),SCHAEFTLARN (A 95)
10,WOLFRATSHAUSEN (A 95),SEESHAUPT (A 95)
10,SEESHAUPT (A 95),WOLFRATSHAUSEN (A 95)
6,SEESHAUPT (A 95),PENZBERG / IFFELDORF (A 95)
6,PENZBERG / IFFELDORF (A 95),SEESHAUPT (A 95)
5,PENZBERG / IFFELDORF (A 95),SINDELSDORF (A 95)
5,SINDELSDORF (A 95),PENZBERG / IFFELDORF (A 95)
7,SINDELSDORF (A 95),MURNAU / KOCHEL (A 95)
7,MURNAU / KOCHEL (A 95),SINDELSDORF (A 95)
12,MURNAU / KOCHEL (A 95),ESCHENLOHE (A 95)
12,ESCHENLOHE (A 95),MURNAU / KOCHEL (A 95)
3,LINDAU,SIGMARSZELL (A 96)
3,SIGMARSZELL (A 96),LINDAU
2,SIGMARSZELL (A 96),WEISSENSBERG (A 96)
2,WEISSENSBERG (A 96),SIGMARSZELL (A 96)
3,WEISSENSBERG (A 96),KREUZ BODENSEE
3,KREUZ BODENSEE,WEISSENSBERG (A 96)
11,KREUZ BODENSEE,WANGEN - WEST (A 96)
11,WANGEN - WEST (A 96),KREUZ BODENSEE
6,WANGEN - WEST (A 96),WANGEN - NORD (A 96)
6,WANGEN - NORD (A 96),WANGEN - WEST (A 96)
4,WANGEN - NORD (A 96),KISSLEGG (A 96)
4,KISSLEGG (A 96),WANGEN - NORD (A 96)
10,KISSLEGG (A 96),LEUTKIRCH - SUED (A 96)
10,LEUTKIRCH - SUED (A 96),KISSLEGG (A 96)
2,LEUTKIRCH - SUED (A 96),LEUTKIRCH - WEST (A 96)
2,LEUTKIRCH - WEST (A 96),LEUTKIRCH - SUED (A 96)
7,LEUTKIRCH - WEST (A 96),AICHSTETTEN (A 96)
7,AICHSTETTEN (A 96),LEUTKIRCH - WEST (A 96)
7,AICHSTETTEN (A 96),AITRACH (A 96)
7,AITRACH (A 96),AICHSTETTEN (A 96)
8,AITRACH (A 96),KREUZ MEMMINGEN
8,KREUZ MEMMINGEN,AITRACH (A 96)
0.4,KREUZ MEMMINGEN,MEMMINGEN - NORD (A 96)
0.4,MEMMINGEN - NORD (A 96),KREUZ MEMMINGEN
3,MEMMINGEN - NORD (A 96),MEMMINGEN - OST (A 96)
3,MEMMINGEN - OST (A 96),MEMMINGEN - NORD (A 96)
6,MEMMINGEN - OST (A 96),HOLZGUENZ (A 96)
6,HOLZGUENZ (A 96),MEMMINGEN - OST (A 96)
4,HOLZGUENZ (A 96),ERKHEIM (A 96)
4,ERKHEIM (A 96),HOLZGUENZ (A 96)
9,ERKHEIM (A 96),STETTEN (A 96)
9,STETTEN (A 96),ERKHEIM (A 96)
5,STETTEN (A 96),MINDELHEIM (A 96)
5,MINDELHEIM (A 96),STETTEN (A 96)
9,MINDELHEIM (A 96),BAD WOERISHOFEN (A 96)
9,BAD WOERISHOFEN (A 96),MINDELHEIM (A 96)
7,BAD WOERISHOFEN (A 96),BUCHLOE - WEST (A 96)
7,BUCHLOE - WEST (A 96),BAD WOERISHOFEN (A 96)
1,BUCHLOE - WEST (A 96),JENGEN / KAUFBEUREN (A 96)
1,JENGEN / KAUFBEUREN (A 96),BUCHLOE - WEST (A 96)
2,JENGEN / KAUFBEUREN (A 96),BUCHLOE - OST (A 96)
2,BUCHLOE - OST (A 96),JENGEN / KAUFBEUREN (A 96)
7,BUCHLOE - OST (A 96),LANDSBERG - WEST
7,LANDSBERG - WEST,BUCHLOE - OST (A 96)
3,LANDSBERG - WEST,LANDSBERG - NORD (A 96)
3,LANDSBERG - NORD (A 96),LANDSBERG - WEST
3,LANDSBERG - NORD (A 96),LANDSBERG - OST (A 96)
3,LANDSBERG - OST (A 96),LANDSBERG - NORD (A 96)
8,LANDSBERG - OST (A 96),SCHOEFFELDING (A 96)
8,SCHOEFFELDING (A 96),LANDSBERG - OST (A 96)
3,SCHOEFFELDING (A 96),WINDACH (A 96)
3,WINDACH (A 96),SCHOEFFELDING (A 96)
5,WINDACH (A 96),GREIFENBERG (A 96)
5,GREIFENBERG (A 96),WINDACH (A 96)
4,GREIFENBERG (A 96),INNING (A 96)
4,INNING (A 96),GREIFENBERG (A 96)
6,INNING (A 96),WOERTHSEE (A 96)
6,WOERTHSEE (A 96),INNING (A 96)
5,WOERTHSEE (A 96),OBERPFAFFENHOFEN (A 96)
5,OBERPFAFFENHOFEN (A 96),WOERTHSEE (A 96)
2,OBERPFAFFENHOFEN (A 96),GILCHING  (Westteil) (A 96)
2,GILCHING  (Westteil) (A 96),OBERPFAFFENHOFEN (A 96)
0.5,GILCHING  (Westteil) (A 96),GILCHING  (Ostteil) (A 96)
0.5,GILCHING  (Ostteil) (A 96),GILCHING  (Westteil) (A 96)
5.5,GILCHING  (Ostteil) (A 96),GERMERING - SUED (A 96)
5.5,GERMERING - SUED (A 96),GILCHING  (Ostteil) (A 96)
2,GERMERING - SUED (A 96),DREIECK MUENCHEN - SUEDWEST
2,DREIECK MUENCHEN - SUEDWEST,GERMERING - SUED (A 96)
1,DREIECK MUENCHEN - SUEDWEST,MUENCHEN - FREIHAM-SUED (A 96)
1,MUENCHEN - FREIHAM-SUED (A 96),DREIECK MUENCHEN - SUEDWEST
3,MUENCHEN - FREIHAM-SUED (A 96),GRAEFELFING (A 96)
3,GRAEFELFING (A 96),MUENCHEN - FREIHAM-SUED (A 96)
2,GRAEFELFING (A 96),MUENCHEN - BLUMENAU (A 96)
2,MUENCHEN - BLUMENAU (A 96),GRAEFELFING (A 96)
2,MUENCHEN - BLUMENAU (A 96),MUENCHEN - LAIM (A 96)
2,MUENCHEN - LAIM (A 96),MUENCHEN - BLUMENAU (A 96)
1,MUENCHEN - LAIM (A 96),KREUZ MUENCHEN - SENDLING
1,KREUZ MUENCHEN - SENDLING,MUENCHEN - LAIM (A 96)
2,DREIECK WEIL,EIMELDINGEN (A 98)
2,EIMELDINGEN (A 98),DREIECK WEIL
1,EIMELDINGEN (A 98),BINZEN (A 98)
1,BINZEN (A 98),EIMELDINGEN (A 98)
2,BINZEN (A 98),KANDERN (A 98)
2,KANDERN (A 98),BINZEN (A 98)
2,KANDERN (A 98),LOERRACH - MITTE (A 98)
2,LOERRACH - MITTE (A 98),KANDERN (A 98)
4,LOERRACH - MITTE (A 98),LOERRACH - OST (A 98)
4,LOERRACH - OST (A 98),LOERRACH - MITTE (A 98)
5,LOERRACH - OST (A 98),DREIECK HOCHRHEIN
5,DREIECK HOCHRHEIN,LOERRACH - OST (A 98)
2,DREIECK HOCHRHEIN,RHEINFELDEN - KARSAU (A 98)
2,RHEINFELDEN - KARSAU (A 98),DREIECK HOCHRHEIN
11,RHEINFELDEN - KARSAU (A 98),WALLBACH (A 98)
11,WALLBACH (A 98),RHEINFELDEN - KARSAU (A 98)
4,WALLBACH (A 98),BAD SAECKINGEN (A 98)
4,BAD SAECKINGEN (A 98),WALLBACH (A 98)
85,BAD SAECKINGEN (A 98),GOTTMADINGEN (A 98)
85,GOTTMADINGEN (A 98),BAD SAECKINGEN (A 98)
5,GOTTMADINGEN (A 98),HILZINGEN (A 98)
5,HILZINGEN (A 98),GOTTMADINGEN (A 98)
4,HILZINGEN (A 98),SINGEN (A 98)
4,SINGEN (A 98),HILZINGEN (A 98)
3,SINGEN (A 98),KREUZ HEGAU
3,KREUZ HEGAU,SINGEN (A 98)
11,KREUZ HEGAU,STOCKACH - WEST (A 98)
11,STOCKACH - WEST (A 98),KREUZ HEGAU
3,STOCKACH - WEST (A 98),STOCKACH - OST (A 98)
3,STOCKACH - OST (A 98),STOCKACH - WEST (A 98)
80,STOCKACH - OST (A 98),LINDAU
80,LINDAU,STOCKACH - OST (A 98)
2,KREUZ MUENCHEN - SUED,SAUERLACH (A 99)
2,SAUERLACH (A 99),KREUZ MUENCHEN - SUED
2,SAUERLACH (A 99),OBERHACHING (A 99)
2,OBERHACHING (A 99),SAUERLACH (A 99)
10.5,OBERHACHING (A 99),KREUZ FORSTENRIEDER PARK
10.5,KREUZ FORSTENRIEDER PARK,OBERHACHING (A 99)
12,KREUZ FORSTENRIEDER PARK,GERMERING - SUED (A 99)
12,GERMERING - SUED (A 99),KREUZ FORSTENRIEDER PARK
12.5,GERMERING - SUED (A 99),DREIECK MUENCHEN - SUEDWEST
12.5,DREIECK MUENCHEN - SUEDWEST,GERMERING - SUED (A 99)
1,DREIECK MUENCHEN - SUEDWEST,MUENCHEN - FREIHAM - MITTE (A 99)
1,MUENCHEN - FREIHAM - MITTE (A 99),DREIECK MUENCHEN - SUEDWEST
1,MUENCHEN - FREIHAM - MITTE (A 99),GERMERING - NORD (A 99)
1,GERMERING - NORD (A 99),MUENCHEN - FREIHAM - MITTE (A 99)
4,GERMERING - NORD (A 99),MUENCHEN - LOCHHAUSEN (A 99)
4,MUENCHEN - LOCHHAUSEN (A 99),GERMERING - NORD (A 99)
0.5,MUENCHEN - LOCHHAUSEN (A 99),KREUZ MUENCHEN - WEST
0.5,KREUZ MUENCHEN - WEST,MUENCHEN - LOCHHAUSEN (A 99)
3,KREUZ MUENCHEN - WEST,DREIECK MUENCHEN - ALLACH
3,DREIECK MUENCHEN - ALLACH,KREUZ MUENCHEN - WEST
3,DREIECK MUENCHEN - ALLACH,MUENCHEN - LUDWIGSFELD (A 99)
3,MUENCHEN - LUDWIGSFELD (A 99),DREIECK MUENCHEN - ALLACH
5,MUENCHEN - LUDWIGSFELD (A 99),DREIECK MUENCHEN - FELDMOCHING
5,DREIECK MUENCHEN - FELDMOCHING,MUENCHEN - LUDWIGSFELD (A 99)
3,DREIECK MUENCHEN - FELDMOCHING,MUENCHEN - NEUHERBERG (A 99)
3,MUENCHEN - NEUHERBERG (A 99),DREIECK MUENCHEN - FELDMOCHING
2,MUENCHEN - NEUHERBERG (A 99),MUENCHEN - FROETTMANING - NORD (A 99)
2,MUENCHEN - FROETTMANING - NORD (A 99),MUENCHEN - NEUHERBERG (A 99)
1,MUENCHEN - FROETTMANING - NORD (A 99),KREUZ MUENCHEN - NORD
1,KREUZ MUENCHEN - NORD,MUENCHEN - FROETTMANING - NORD (A 99)
6,KREUZ MUENCHEN - NORD,ASCHHEIM / ISMANING (A 99)
6,ASCHHEIM / ISMANING (A 99),KREUZ MUENCHEN - NORD
4,ASCHHEIM / ISMANING (A 99),KIRCHHEIM (A 99)
4,KIRCHHEIM (A 99),ASCHHEIM / ISMANING (A 99)
3,KIRCHHEIM (A 99),FELDKIRCHEN - NORD (A 99)
3,FELDKIRCHEN - NORD (A 99),KIRCHHEIM (A 99)
4,FELDKIRCHEN - NORD (A 99),KREUZ MUENCHEN - OST
4,KREUZ MUENCHEN - OST,FELDKIRCHEN - NORD (A 99)
2,KREUZ MUENCHEN - OST,HAAR (A 99)
2,HAAR (A 99),KREUZ MUENCHEN - OST
6,HAAR (A 99),HOHENBRUNN (A 99)
6,HOHENBRUNN (A 99),HAAR (A 99)
4,HOHENBRUNN (A 99),OTTOBRUNN (A 99)
4,OTTOBRUNN (A 99),HOHENBRUNN (A 99)
2,OTTOBRUNN (A 99),KREUZ MUENCHEN - SUED
2,KREUZ MUENCHEN - SUED,OTTOBRUNN (A 99)
0.2,BERLIN - SEESTRASSE (A 100),BERLIN - BEUSSELSTRASSE (A 100)
0.2,BERLIN - BEUSSELSTRASSE (A 100),BERLIN - SEESTRASSE (A 100)
2,BERLIN - BEUSSELSTRASSE (A 100),BERLIN - JAKOB - KAISER - PLATZ (A 100)
2,BERLIN - JAKOB - KAISER - PLATZ (A 100),BERLIN - BEUSSELSTRASSE (A 100)
0.3,BERLIN - JAKOB - KAISER - PLATZ (A 100),DREIECK CHARLOTTENBURG
0.3,DREIECK CHARLOTTENBURG,BERLIN - JAKOB - KAISER - PLATZ (A 100)
0.3,DREIECK CHARLOTTENBURG,BERLIN - SIEMENSDAMM (A 100)
0.3,BERLIN - SIEMENSDAMM (A 100),DREIECK CHARLOTTENBURG
2,BERLIN - SIEMENSDAMM (A 100),BERLIN - SPANDAUER DAMM (A 100)
2,BERLIN - SPANDAUER DAMM (A 100),BERLIN - SIEMENSDAMM (A 100)
0.5,BERLIN - SPANDAUER DAMM (A 100),BERLIN - KAISERDAMM (A 100)
0.5,BERLIN - KAISERDAMM (A 100),BERLIN - SPANDAUER DAMM (A 100)
0.3,BERLIN - KAISERDAMM (A 100),BERLIN - KAISERDAMM - SUED (A 100)
0.3,BERLIN - KAISERDAMM - SUED (A 100),BERLIN - KAISERDAMM (A 100)
0.2,BERLIN - KAISERDAMM - SUED (A 100),BERLIN - MESSEDAMM - NORD (A 100)
0.2,BERLIN - MESSEDAMM - NORD (A 100),BERLIN - KAISERDAMM - SUED (A 100)
0.5,BERLIN - MESSEDAMM - NORD (A 100),DREIECK FUNKTURM
0.5,DREIECK FUNKTURM,BERLIN - MESSEDAMM - NORD (A 100)
0.3,DREIECK FUNKTURM,BERLIN - MESSEDAMM - SUED (A 100)
0.3,BERLIN - MESSEDAMM - SUED (A 100),DREIECK FUNKTURM
0.1,BERLIN - MESSEDAMM - SUED (A 100),BERLIN - KURFUERSTENDAMM (Nordteil) (A 100)
0.1,BERLIN - KURFUERSTENDAMM (Nordteil) (A 100),BERLIN - MESSEDAMM - SUED (A 100)
1,BERLIN - KURFUERSTENDAMM (Nordteil) (A 100),BERLIN - KURFUERSTENDAMM (Südteil) (A 100)
1,BERLIN - KURFUERSTENDAMM (Südteil) (A 100),BERLIN - KURFUERSTENDAMM (Nordteil) (A 100)
1,BERLIN - KURFUERSTENDAMM (Südteil) (A 100),BERLIN - HOHENZOLLERNDAMM (A 100)
1,BERLIN - HOHENZOLLERNDAMM (A 100),BERLIN - KURFUERSTENDAMM (Südteil) (A 100)
0.5,BERLIN - HOHENZOLLERNDAMM (A 100),BERLIN - SCHMARGENDORF
0.5,BERLIN - SCHMARGENDORF,BERLIN - HOHENZOLLERNDAMM (A 100)
1,BERLIN - SCHMARGENDORF,BERLIN - DETMOLDER STRASSE (A 100)
1,BERLIN - DETMOLDER STRASSE (A 100),BERLIN - SCHMARGENDORF
1,BERLIN - DETMOLDER STRASSE (A 100),BERLIN - WEXSTRASSE (A 100)
1,BERLIN - WEXSTRASSE (A 100),BERLIN - DETMOLDER STRASSE (A 100)
0.3,BERLIN - WEXSTRASSE (A 100),BERLIN - INNSBRUCKER PLATZ (Westteil) (A 100)
0.3,BERLIN - INNSBRUCKER PLATZ (Westteil) (A 100),BERLIN - WEXSTRASSE (A 100)
0.2,BERLIN - INNSBRUCKER PLATZ (Westteil) (A 100),BERLIN - INNSBRUCKER PLATZ (Ostteil) (A 100)
0.2,BERLIN - INNSBRUCKER PLATZ (Ostteil) (A 100),BERLIN - INNSBRUCKER PLATZ (Westteil) (A 100)
